House,Day,Minute,Outdoor (Zone - 0) Occupant,Bedroom (Zone - 1) Occupant,Livingroom (Zone - 2) Occupant,Kitchen (Zone - 3) Occupant,Bathroom (Zone - 4) Occupant
A,30,15,1,0,1,0,0
A,30,16,1,0,1,0,0
A,30,17,1,0,1,0,0
A,30,18,1,0,1,0,0
A,30,19,1,0,1,0,0
A,30,20,1,0,1,0,0
A,30,21,1,0,1,0,0
A,30,22,1,0,1,0,0
A,30,23,1,0,1,0,0
A,30,24,1,1,0,0,0
A,30,25,1,1,0,0,0
A,30,26,1,1,0,0,0
A,30,27,1,1,0,0,0
A,30,28,1,1,0,0,0
A,30,29,1,1,0,0,0
A,30,30,1,1,0,0,0
A,30,31,1,1,0,0,0
A,30,32,1,1,0,0,0
A,30,33,1,1,0,0,0
A,30,34,1,1,0,0,0
A,30,35,1,1,0,0,0
A,30,36,1,1,0,0,0
A,30,37,1,1,0,0,0
A,30,38,1,1,0,0,0
A,30,39,1,1,0,0,0
A,30,40,1,1,0,0,0
A,30,41,1,1,0,0,0
A,30,42,1,1,0,0,0
A,30,43,1,1,0,0,0
A,30,44,1,1,0,0,0
A,30,45,1,1,0,0,0
A,30,46,1,1,0,0,0
A,30,47,1,1,0,0,0
A,30,48,1,1,0,0,0
A,30,49,1,1,0,0,0
A,30,50,1,1,0,0,0
A,30,51,1,1,0,0,0
A,30,52,1,1,0,0,0
A,30,53,1,1,0,0,0
A,30,54,1,1,0,0,0
A,30,55,1,1,0,0,0
A,30,56,1,1,0,0,0
A,30,57,1,1,0,0,0
A,30,58,1,1,0,0,0
A,30,59,1,1,0,0,0
A,30,60,1,1,0,0,0
A,30,61,1,1,0,0,0
A,30,62,1,1,0,0,0
A,30,63,1,1,0,0,0
A,30,64,1,1,0,0,0
A,30,65,1,1,0,0,0
A,30,66,1,1,0,0,0
A,30,67,1,1,0,0,0
A,30,68,1,1,0,0,0
A,30,69,1,1,0,0,0
A,30,70,1,1,0,0,0
A,30,71,1,1,0,0,0
A,30,72,1,1,0,0,0
A,30,73,1,1,0,0,0
A,30,74,1,1,0,0,0
A,30,75,1,1,0,0,0
A,30,76,1,1,0,0,0
A,30,77,1,1,0,0,0
A,30,78,1,1,0,0,0
A,30,79,1,1,0,0,0
A,30,80,1,1,0,0,0
A,30,81,1,1,0,0,0
A,30,82,1,1,0,0,0
A,30,83,1,1,0,0,0
A,30,84,1,1,0,0,0
A,30,85,1,0,0,0,1
A,30,86,1,0,0,0,1
A,30,87,1,0,0,0,1
A,30,88,1,0,0,0,1
A,30,89,1,0,0,0,1
A,30,90,1,0,0,0,1
A,30,91,1,1,0,0,0
A,30,92,1,1,0,0,0
A,30,93,1,1,0,0,0
A,30,94,1,1,0,0,0
A,30,95,1,1,0,0,0
A,30,96,1,1,0,0,0
A,30,97,1,1,0,0,0
A,30,98,1,1,0,0,0
A,30,99,1,1,0,0,0
A,30,100,1,1,0,0,0
A,30,101,1,1,0,0,0
A,30,102,1,1,0,0,0
A,30,103,1,1,0,0,0
A,30,104,1,1,0,0,0
A,30,105,1,1,0,0,0
A,30,106,1,1,0,0,0
A,30,107,1,1,0,0,0
A,30,108,1,1,0,0,0
A,30,109,1,1,0,0,0
A,30,110,1,1,0,0,0
A,30,111,1,1,0,0,0
A,30,112,1,1,0,0,0
A,30,113,1,1,0,0,0
A,30,114,1,1,0,0,0
A,30,115,1,1,0,0,0
A,30,116,1,1,0,0,0
A,30,117,1,1,0,0,0
A,30,118,1,1,0,0,0
A,30,119,1,1,0,0,0
A,30,120,1,1,0,0,0
A,30,121,1,1,0,0,0
A,30,122,1,1,0,0,0
A,30,123,1,1,0,0,0
A,30,124,1,1,0,0,0
A,30,125,1,1,0,0,0
A,30,126,1,1,0,0,0
A,30,127,1,1,0,0,0
A,30,128,1,1,0,0,0
A,30,129,1,1,0,0,0
A,30,130,1,1,0,0,0
A,30,131,1,1,0,0,0
A,30,132,1,1,0,0,0
A,30,133,1,1,0,0,0
A,30,134,1,1,0,0,0
A,30,135,1,1,0,0,0
A,30,136,1,1,0,0,0
A,30,137,1,1,0,0,0
A,30,138,1,1,0,0,0
A,30,139,1,1,0,0,0
A,30,140,1,1,0,0,0
A,30,141,1,1,0,0,0
A,30,142,1,1,0,0,0
A,30,143,1,1,0,0,0
A,30,144,1,1,0,0,0
A,30,145,1,1,0,0,0
A,30,146,1,1,0,0,0
A,30,147,1,1,0,0,0
A,30,148,1,1,0,0,0
A,30,149,1,1,0,0,0
A,30,150,1,1,0,0,0
A,30,151,1,1,0,0,0
A,30,152,1,1,0,0,0
A,30,153,1,1,0,0,0
A,30,154,1,1,0,0,0
A,30,155,1,1,0,0,0
A,30,156,1,1,0,0,0
A,30,157,1,1,0,0,0
A,30,158,1,1,0,0,0
A,30,159,1,1,0,0,0
A,30,160,1,1,0,0,0
A,30,161,1,1,0,0,0
A,30,162,1,1,0,0,0
A,30,163,1,1,0,0,0
A,30,164,1,1,0,0,0
A,30,165,1,1,0,0,0
A,30,166,1,1,0,0,0
A,30,167,1,1,0,0,0
A,30,168,1,1,0,0,0
A,30,169,1,1,0,0,0
A,30,170,1,1,0,0,0
A,30,171,1,1,0,0,0
A,30,172,1,1,0,0,0
A,30,173,1,1,0,0,0
A,30,174,1,1,0,0,0
A,30,175,1,1,0,0,0
A,30,176,1,1,0,0,0
A,30,177,1,1,0,0,0
A,30,178,1,1,0,0,0
A,30,179,1,1,0,0,0
A,30,180,1,1,0,0,0
A,30,181,1,1,0,0,0
A,30,182,1,1,0,0,0
A,30,183,1,1,0,0,0
A,30,184,1,1,0,0,0
A,30,185,1,1,0,0,0
A,30,186,1,1,0,0,0
A,30,187,1,1,0,0,0
A,30,188,1,1,0,0,0
A,30,189,1,1,0,0,0
A,30,190,1,1,0,0,0
A,30,191,1,1,0,0,0
A,30,192,1,1,0,0,0
A,30,193,1,1,0,0,0
A,30,194,1,1,0,0,0
A,30,195,1,1,0,0,0
A,30,196,1,1,0,0,0
A,30,197,1,1,0,0,0
A,30,198,1,1,0,0,0
A,30,199,1,1,0,0,0
A,30,200,1,1,0,0,0
A,30,201,1,1,0,0,0
A,30,202,1,1,0,0,0
A,30,203,1,1,0,0,0
A,30,204,1,1,0,0,0
A,30,205,1,1,0,0,0
A,30,206,1,1,0,0,0
A,30,207,1,1,0,0,0
A,30,208,1,1,0,0,0
A,30,209,1,1,0,0,0
A,30,210,1,1,0,0,0
A,30,211,1,1,0,0,0
A,30,212,1,1,0,0,0
A,30,213,1,1,0,0,0
A,30,214,1,1,0,0,0
A,30,215,1,1,0,0,0
A,30,216,1,1,0,0,0
A,30,217,1,1,0,0,0
A,30,218,1,1,0,0,0
A,30,219,1,1,0,0,0
A,30,220,1,1,0,0,0
A,30,221,1,1,0,0,0
A,30,222,1,1,0,0,0
A,30,223,1,1,0,0,0
A,30,224,1,1,0,0,0
A,30,225,1,1,0,0,0
A,30,226,1,1,0,0,0
A,30,227,1,1,0,0,0
A,30,228,1,1,0,0,0
A,30,229,1,1,0,0,0
A,30,230,1,1,0,0,0
A,30,231,1,1,0,0,0
A,30,232,1,1,0,0,0
A,30,233,1,1,0,0,0
A,30,234,1,1,0,0,0
A,30,235,1,1,0,0,0
A,30,236,1,1,0,0,0
A,30,237,1,1,0,0,0
A,30,238,1,1,0,0,0
A,30,239,1,1,0,0,0
A,30,240,1,1,0,0,0
A,30,241,1,1,0,0,0
A,30,242,1,1,0,0,0
A,30,243,1,1,0,0,0
A,30,244,1,1,0,0,0
A,30,245,1,1,0,0,0
A,30,246,1,1,0,0,0
A,30,247,1,1,0,0,0
A,30,248,1,1,0,0,0
A,30,249,1,1,0,0,0
A,30,250,1,1,0,0,0
A,30,251,1,1,0,0,0
A,30,252,1,1,0,0,0
A,30,253,1,1,0,0,0
A,30,254,1,1,0,0,0
A,30,255,1,1,0,0,0
A,30,256,1,1,0,0,0
A,30,257,1,1,0,0,0
A,30,258,1,1,0,0,0
A,30,259,1,1,0,0,0
A,30,260,1,1,0,0,0
A,30,261,1,1,0,0,0
A,30,262,1,1,0,0,0
A,30,263,1,1,0,0,0
A,30,264,1,1,0,0,0
A,30,265,1,1,0,0,0
A,30,266,1,1,0,0,0
A,30,267,1,1,0,0,0
A,30,268,1,1,0,0,0
A,30,269,1,1,0,0,0
A,30,270,1,1,0,0,0
A,30,271,1,1,0,0,0
A,30,272,1,1,0,0,0
A,30,273,1,1,0,0,0
A,30,274,1,1,0,0,0
A,30,275,1,1,0,0,0
A,30,276,1,1,0,0,0
A,30,277,1,1,0,0,0
A,30,278,1,1,0,0,0
A,30,279,1,1,0,0,0
A,30,280,1,1,0,0,0
A,30,281,1,1,0,0,0
A,30,282,1,1,0,0,0
A,30,283,1,1,0,0,0
A,30,284,1,1,0,0,0
A,30,285,1,1,0,0,0
A,30,286,1,1,0,0,0
A,30,287,1,1,0,0,0
A,30,288,1,1,0,0,0
A,30,289,1,1,0,0,0
A,30,290,1,1,0,0,0
A,30,291,1,1,0,0,0
A,30,292,1,1,0,0,0
A,30,293,1,1,0,0,0
A,30,294,1,1,0,0,0
A,30,295,1,1,0,0,0
A,30,296,1,1,0,0,0
A,30,297,1,1,0,0,0
A,30,298,1,1,0,0,0
A,30,299,1,1,0,0,0
A,30,300,1,1,0,0,0
A,30,301,1,1,0,0,0
A,30,302,1,1,0,0,0
A,30,303,1,1,0,0,0
A,30,304,1,1,0,0,0
A,30,305,1,1,0,0,0
A,30,306,1,1,0,0,0
A,30,307,1,1,0,0,0
A,30,308,1,1,0,0,0
A,30,309,1,1,0,0,0
A,30,310,1,1,0,0,0
A,30,311,1,1,0,0,0
A,30,312,1,1,0,0,0
A,30,313,1,1,0,0,0
A,30,314,1,1,0,0,0
A,30,315,1,1,0,0,0
A,30,316,1,1,0,0,0
A,30,317,1,1,0,0,0
A,30,318,1,1,0,0,0
A,30,319,1,1,0,0,0
A,30,320,1,1,0,0,0
A,30,321,1,1,0,0,0
A,30,322,1,1,0,0,0
A,30,323,1,1,0,0,0
A,30,324,1,1,0,0,0
A,30,325,1,1,0,0,0
A,30,326,1,1,0,0,0
A,30,327,1,1,0,0,0
A,30,328,1,1,0,0,0
A,30,329,1,1,0,0,0
A,30,330,1,1,0,0,0
A,30,331,1,1,0,0,0
A,30,332,1,1,0,0,0
A,30,333,1,1,0,0,0
A,30,334,1,1,0,0,0
A,30,335,1,1,0,0,0
A,30,336,1,1,0,0,0
A,30,337,1,1,0,0,0
A,30,338,1,1,0,0,0
A,30,339,1,1,0,0,0
A,30,340,1,1,0,0,0
A,30,341,1,1,0,0,0
A,30,342,1,1,0,0,0
A,30,343,1,1,0,0,0
A,30,344,1,1,0,0,0
A,30,345,1,1,0,0,0
A,30,346,1,1,0,0,0
A,30,347,1,1,0,0,0
A,30,348,1,1,0,0,0
A,30,349,1,1,0,0,0
A,30,350,1,1,0,0,0
A,30,351,1,1,0,0,0
A,30,352,1,1,0,0,0
A,30,353,1,1,0,0,0
A,30,354,1,1,0,0,0
A,30,355,1,1,0,0,0
A,30,356,1,1,0,0,0
A,30,357,1,1,0,0,0
A,30,358,1,1,0,0,0
A,30,359,1,1,0,0,0
A,30,360,1,1,0,0,0
A,30,361,1,1,0,0,0
A,30,362,1,1,0,0,0
A,30,363,1,1,0,0,0
A,30,364,1,1,0,0,0
A,30,365,1,1,0,0,0
A,30,366,1,1,0,0,0
A,30,367,1,1,0,0,0
A,30,368,1,1,0,0,0
A,30,369,1,1,0,0,0
A,30,370,1,1,0,0,0
A,30,371,1,1,0,0,0
A,30,372,1,1,0,0,0
A,30,373,1,1,0,0,0
A,30,374,1,1,0,0,0
A,30,375,1,1,0,0,0
A,30,376,1,1,0,0,0
A,30,377,1,1,0,0,0
A,30,378,1,1,0,0,0
A,30,379,1,1,0,0,0
A,30,380,1,1,0,0,0
A,30,381,1,1,0,0,0
A,30,382,1,1,0,0,0
A,30,383,1,1,0,0,0
A,30,384,1,1,0,0,0
A,30,385,1,1,0,0,0
A,30,386,1,1,0,0,0
A,30,387,1,1,0,0,0
A,30,388,1,1,0,0,0
A,30,389,1,1,0,0,0
A,30,390,1,1,0,0,0
A,30,391,1,1,0,0,0
A,30,392,1,1,0,0,0
A,30,393,1,1,0,0,0
A,30,394,1,1,0,0,0
A,30,395,1,1,0,0,0
A,30,396,1,1,0,0,0
A,30,397,1,1,0,0,0
A,30,398,1,1,0,0,0
A,30,399,1,1,0,0,0
A,30,400,1,1,0,0,0
A,30,401,1,1,0,0,0
A,30,402,1,1,0,0,0
A,30,403,1,1,0,0,0
A,30,404,1,1,0,0,0
A,30,405,1,1,0,0,0
A,30,406,1,1,0,0,0
A,30,407,1,1,0,0,0
A,30,408,1,1,0,0,0
A,30,409,1,1,0,0,0
A,30,410,1,1,0,0,0
A,30,411,1,1,0,0,0
A,30,412,1,1,0,0,0
A,30,413,1,1,0,0,0
A,30,414,1,1,0,0,0
A,30,415,1,1,0,0,0
A,30,416,1,1,0,0,0
A,30,417,1,1,0,0,0
A,30,418,1,1,0,0,0
A,30,419,1,1,0,0,0
A,30,420,1,1,0,0,0
A,30,421,1,1,0,0,0
A,30,422,1,1,0,0,0
A,30,423,1,1,0,0,0
A,30,424,1,1,0,0,0
A,30,425,1,1,0,0,0
A,30,426,1,1,0,0,0
A,30,427,1,1,0,0,0
A,30,428,1,1,0,0,0
A,30,429,1,1,0,0,0
A,30,430,1,1,0,0,0
A,30,431,1,1,0,0,0
A,30,432,1,1,0,0,0
A,30,433,1,1,0,0,0
A,30,434,1,1,0,0,0
A,30,435,1,1,0,0,0
A,30,436,1,1,0,0,0
A,30,437,1,1,0,0,0
A,30,438,1,1,0,0,0
A,30,439,1,1,0,0,0
A,30,440,1,1,0,0,0
A,30,441,1,1,0,0,0
A,30,442,1,1,0,0,0
A,30,443,1,1,0,0,0
A,30,444,1,1,0,0,0
A,30,445,1,1,0,0,0
A,30,446,1,1,0,0,0
A,30,447,1,1,0,0,0
A,30,448,1,1,0,0,0
A,30,449,1,1,0,0,0
A,30,450,1,1,0,0,0
A,30,451,1,1,0,0,0
A,30,452,1,1,0,0,0
A,30,453,1,1,0,0,0
A,30,454,1,1,0,0,0
A,30,455,1,1,0,0,0
A,30,456,1,1,0,0,0
A,30,457,1,1,0,0,0
A,30,458,1,1,0,0,0
A,30,459,1,1,0,0,0
A,30,460,1,1,0,0,0
A,30,461,1,1,0,0,0
A,30,462,1,1,0,0,0
A,30,463,1,1,0,0,0
A,30,464,1,1,0,0,0
A,30,465,1,1,0,0,0
A,30,466,1,1,0,0,0
A,30,467,1,1,0,0,0
A,30,468,1,1,0,0,0
A,30,469,1,1,0,0,0
A,30,470,1,1,0,0,0
A,30,471,1,1,0,0,0
A,30,472,1,1,0,0,0
A,30,473,1,1,0,0,0
A,30,474,1,1,0,0,0
A,30,475,1,1,0,0,0
A,30,476,1,1,0,0,0
A,30,477,1,1,0,0,0
A,30,478,1,1,0,0,0
A,30,479,1,1,0,0,0
A,30,480,1,1,0,0,0
A,30,481,1,1,0,0,0
A,30,482,1,1,0,0,0
A,30,483,1,1,0,0,0
A,30,484,1,1,0,0,0
A,30,485,1,1,0,0,0
A,30,486,1,1,0,0,0
A,30,487,1,1,0,0,0
A,30,488,1,1,0,0,0
A,30,489,1,1,0,0,0
A,30,490,1,1,0,0,0
A,30,491,1,1,0,0,0
A,30,492,1,1,0,0,0
A,30,493,1,1,0,0,0
A,30,494,1,1,0,0,0
A,30,495,1,1,0,0,0
A,30,496,1,1,0,0,0
A,30,497,1,1,0,0,0
A,30,498,1,1,0,0,0
A,30,499,1,1,0,0,0
A,30,500,1,1,0,0,0
A,30,501,1,1,0,0,0
A,30,502,1,1,0,0,0
A,30,503,1,1,0,0,0
A,30,504,1,1,0,0,0
A,30,505,1,1,0,0,0
A,30,506,1,1,0,0,0
A,30,507,1,1,0,0,0
A,30,508,1,1,0,0,0
A,30,509,1,1,0,0,0
A,30,510,1,1,0,0,0
A,30,511,1,1,0,0,0
A,30,512,1,1,0,0,0
A,30,513,1,1,0,0,0
A,30,514,1,1,0,0,0
A,30,515,1,1,0,0,0
A,30,516,1,1,0,0,0
A,30,517,1,1,0,0,0
A,30,518,1,1,0,0,0
A,30,519,1,1,0,0,0
A,30,520,1,1,0,0,0
A,30,521,1,1,0,0,0
A,30,522,1,1,0,0,0
A,30,523,1,1,0,0,0
A,30,524,1,1,0,0,0
A,30,525,1,1,0,0,0
A,30,526,1,1,0,0,0
A,30,527,1,1,0,0,0
A,30,528,1,1,0,0,0
A,30,529,1,1,0,0,0
A,30,530,1,1,0,0,0
A,30,531,1,1,0,0,0
A,30,532,1,1,0,0,0
A,30,533,1,1,0,0,0
A,30,534,1,1,0,0,0
A,30,535,1,1,0,0,0
A,30,536,1,1,0,0,0
A,30,537,1,1,0,0,0
A,30,538,1,1,0,0,0
A,30,539,1,1,0,0,0
A,30,540,1,1,0,0,0
A,30,541,1,1,0,0,0
A,30,542,1,1,0,0,0
A,30,543,1,0,1,0,0
A,30,544,1,0,1,0,0
A,30,545,1,0,1,0,0
A,30,546,1,0,1,0,0
A,30,547,1,0,1,0,0
A,30,548,1,0,1,0,0
A,30,549,1,0,1,0,0
A,30,550,1,0,1,0,0
A,30,551,1,0,1,0,0
A,30,552,1,0,1,0,0
A,30,553,1,0,1,0,0
A,30,554,1,0,1,0,0
A,30,555,1,0,1,0,0
A,30,556,1,0,1,0,0
A,30,557,1,0,1,0,0
A,30,558,1,0,1,0,0
A,30,559,1,0,1,0,0
A,30,560,1,0,1,0,0
A,30,561,1,0,1,0,0
A,30,562,1,0,1,0,0
A,30,563,1,0,1,0,0
A,30,564,1,0,1,0,0
A,30,565,1,0,1,0,0
A,30,566,1,0,1,0,0
A,30,567,1,0,1,0,0
A,30,568,1,0,1,0,0
A,30,569,1,0,1,0,0
A,30,570,1,0,1,0,0
A,30,571,1,0,1,0,0
A,30,572,1,0,1,0,0
A,30,573,1,0,1,0,0
A,30,574,1,0,1,0,0
A,30,575,1,0,1,0,0
A,30,576,1,0,1,0,0
A,30,577,1,0,1,0,0
A,30,578,1,0,1,0,0
A,30,579,1,0,1,0,0
A,30,580,1,0,1,0,0
A,30,581,1,0,1,0,0
A,30,582,2,0,0,0,0
A,30,583,2,0,0,0,0
A,30,584,2,0,0,0,0
A,30,585,2,0,0,0,0
A,30,586,2,0,0,0,0
A,30,587,2,0,0,0,0
A,30,588,2,0,0,0,0
A,30,589,2,0,0,0,0
A,30,590,2,0,0,0,0
A,30,591,2,0,0,0,0
A,30,592,2,0,0,0,0
A,30,593,2,0,0,0,0
A,30,594,1,0,0,1,0
A,30,595,1,0,0,1,0
A,30,596,1,0,0,1,0
A,30,597,1,0,0,1,0
A,30,598,1,0,0,1,0
A,30,599,1,0,0,1,0
A,30,600,1,0,0,1,0
A,30,601,1,0,0,1,0
A,30,602,1,0,0,1,0
A,30,603,1,0,0,1,0
A,30,604,1,0,0,1,0
A,30,605,1,0,0,1,0
A,30,606,1,0,0,1,0
A,30,607,1,0,0,1,0
A,30,608,1,0,0,1,0
A,30,609,1,0,0,1,0
A,30,610,1,0,0,1,0
A,30,611,1,0,0,1,0
A,30,612,1,0,0,1,0
A,30,613,1,0,0,1,0
A,30,614,1,0,0,1,0
A,30,615,1,0,0,1,0
A,30,616,1,0,0,1,0
A,30,617,1,0,0,1,0
A,30,618,1,0,0,1,0
A,30,619,1,0,0,1,0
A,30,620,1,0,0,1,0
A,30,621,1,0,0,1,0
A,30,622,1,1,0,0,0
A,30,623,1,1,0,0,0
A,30,624,1,1,0,0,0
A,30,625,1,1,0,0,0
A,30,626,1,1,0,0,0
A,30,627,1,1,0,0,0
A,30,628,1,1,0,0,0
A,30,629,1,1,0,0,0
A,30,630,1,1,0,0,0
A,30,631,1,1,0,0,0
A,30,632,1,1,0,0,0
A,30,633,1,1,0,0,0
A,30,634,1,1,0,0,0
A,30,635,1,1,0,0,0
A,30,636,1,1,0,0,0
A,30,637,1,1,0,0,0
A,30,638,1,1,0,0,0
A,30,639,1,0,0,1,0
A,30,640,1,0,0,1,0
A,30,641,1,0,0,1,0
A,30,642,1,0,0,1,0
A,30,643,1,0,0,1,0
A,30,644,1,0,0,1,0
A,30,645,1,0,0,1,0
A,30,646,1,0,0,1,0
A,30,647,2,0,0,0,0
A,30,648,2,0,0,0,0
A,30,649,2,0,0,0,0
A,30,650,2,0,0,0,0
A,30,651,2,0,0,0,0
A,30,652,2,0,0,0,0
A,30,653,1,0,0,1,0
A,30,654,1,0,0,1,0
A,30,655,1,0,0,1,0
A,30,656,1,0,0,1,0
A,30,657,1,0,0,1,0
A,30,658,1,0,0,1,0
A,30,659,1,0,0,1,0
A,30,660,1,0,0,1,0
A,30,661,1,0,0,1,0
A,30,662,1,0,0,1,0
A,30,663,1,0,0,1,0
A,30,664,1,0,0,1,0
A,30,665,1,0,0,1,0
A,30,666,1,0,0,1,0
A,30,667,1,0,0,1,0
A,30,668,1,0,0,1,0
A,30,669,1,0,0,1,0
A,30,670,1,0,0,1,0
A,30,671,1,0,0,1,0
A,30,672,1,0,0,1,0
A,30,673,1,0,0,1,0
A,30,674,1,0,0,1,0
A,30,675,1,0,0,1,0
A,30,676,1,0,0,1,0
A,30,677,1,0,0,1,0
A,30,678,1,0,0,1,0
A,30,679,1,0,0,1,0
A,30,680,1,0,0,1,0
A,30,681,1,0,0,1,0
A,30,682,1,0,0,1,0
A,30,683,1,0,1,0,0
A,30,684,1,0,1,0,0
A,30,685,1,0,1,0,0
A,30,686,1,0,1,0,0
A,30,687,1,0,1,0,0
A,30,688,1,0,1,0,0
A,30,689,1,0,1,0,0
A,30,690,1,0,1,0,0
A,30,691,1,0,1,0,0
A,30,692,1,0,1,0,0
A,30,693,1,0,0,1,0
A,30,694,1,0,0,1,0
A,30,695,1,0,0,1,0
A,30,696,1,0,0,1,0
A,30,697,1,0,0,1,0
A,30,698,1,0,0,1,0
A,30,699,1,0,0,1,0
A,30,700,1,0,0,1,0
A,30,701,1,0,0,1,0
A,30,702,1,0,0,1,0
A,30,703,1,0,0,1,0
A,30,704,1,0,0,1,0
A,30,705,1,0,0,1,0
A,30,706,1,0,0,1,0
A,30,707,1,0,0,1,0
A,30,708,1,0,0,1,0
A,30,709,1,0,0,1,0
A,30,710,1,0,0,1,0
A,30,711,1,0,0,1,0
A,30,712,1,0,0,1,0
A,30,713,1,0,0,1,0
A,30,714,1,0,0,1,0
A,30,715,1,0,0,1,0
A,30,716,1,0,0,1,0
A,30,717,1,0,0,1,0
A,30,718,1,0,0,1,0
A,30,719,1,0,0,1,0
A,30,720,1,0,0,0,1
A,30,721,1,0,0,0,1
A,30,722,1,0,0,0,1
A,30,723,1,0,0,0,1
A,30,724,1,0,0,0,1
A,30,725,1,0,0,0,1
A,30,726,1,0,0,0,1
A,30,727,1,0,1,0,0
A,30,728,1,0,1,0,0
A,30,729,1,0,1,0,0
A,30,730,1,0,1,0,0
A,30,731,1,0,1,0,0
A,30,732,1,0,1,0,0
A,30,733,1,0,1,0,0
A,30,734,1,0,1,0,0
A,30,735,1,0,1,0,0
A,30,736,1,0,1,0,0
A,30,737,1,0,1,0,0
A,30,738,1,0,1,0,0
A,30,739,1,0,1,0,0
A,30,740,1,0,1,0,0
A,30,741,1,0,1,0,0
A,30,742,1,0,1,0,0
A,30,743,1,0,1,0,0
A,30,744,1,0,1,0,0
A,30,745,1,0,1,0,0
A,30,746,1,0,1,0,0
A,30,747,1,0,1,0,0
A,30,748,1,0,1,0,0
A,30,749,1,0,1,0,0
A,30,750,1,0,1,0,0
A,30,751,1,0,1,0,0
A,30,752,1,0,1,0,0
A,30,753,1,0,1,0,0
A,30,754,1,0,1,0,0
A,30,755,1,0,1,0,0
A,30,756,1,0,1,0,0
A,30,757,1,0,1,0,0
A,30,758,1,0,1,0,0
A,30,759,1,0,1,0,0
A,30,760,1,0,1,0,0
A,30,761,1,0,1,0,0
A,30,762,1,0,1,0,0
A,30,763,1,0,1,0,0
A,30,764,1,0,1,0,0
A,30,765,1,0,1,0,0
A,30,766,1,0,1,0,0
A,30,767,1,0,1,0,0
A,30,768,1,0,1,0,0
A,30,769,1,0,1,0,0
A,30,770,1,0,1,0,0
A,30,771,1,0,1,0,0
A,30,772,1,0,1,0,0
A,30,773,1,1,0,0,0
A,30,774,1,1,0,0,0
A,30,775,1,1,0,0,0
A,30,776,1,1,0,0,0
A,30,777,1,1,0,0,0
A,30,778,1,1,0,0,0
A,30,779,1,1,0,0,0
A,30,780,1,1,0,0,0
A,30,781,1,1,0,0,0
A,30,782,1,1,0,0,0
A,30,783,1,1,0,0,0
A,30,784,1,1,0,0,0
A,30,785,1,1,0,0,0
A,30,786,1,1,0,0,0
A,30,787,1,1,0,0,0
A,30,788,1,1,0,0,0
A,30,789,1,1,0,0,0
A,30,790,1,1,0,0,0
A,30,791,1,1,0,0,0
A,30,792,1,1,0,0,0
A,30,793,1,1,0,0,0
A,30,794,1,1,0,0,0
A,30,795,1,1,0,0,0
A,30,796,1,0,0,0,1
A,30,797,1,0,0,0,1
A,30,798,1,0,0,0,1
A,30,799,1,0,0,0,1
A,30,800,1,0,0,0,1
A,30,801,1,0,0,0,1
A,30,802,1,0,0,0,1
A,30,803,1,0,0,0,1
A,30,804,1,0,0,0,1
A,30,805,1,0,0,0,1
A,30,806,1,0,0,0,1
A,30,807,1,0,0,0,1
A,30,808,1,0,0,0,1
A,30,809,1,0,0,0,1
A,30,810,1,0,0,0,1
A,30,811,1,0,0,0,1
A,30,812,1,0,0,0,1
A,30,813,1,0,0,0,1
A,30,814,1,0,0,0,1
A,30,815,1,0,0,0,1
A,30,816,1,0,0,0,1
A,30,817,1,0,0,0,1
A,30,818,1,0,0,0,1
A,30,819,1,0,0,0,1
A,30,820,1,0,0,0,1
A,30,821,1,0,0,0,1
A,30,822,1,0,0,0,1
A,30,823,1,0,0,0,1
A,30,824,1,0,0,0,1
A,30,825,1,0,0,0,1
A,30,826,1,0,0,0,1
A,30,827,1,0,0,0,1
A,30,828,1,0,0,0,1
A,30,829,1,0,0,0,1
A,30,830,1,0,0,0,1
A,30,831,1,0,0,0,1
A,30,832,1,0,0,0,1
A,30,833,1,0,0,0,1
A,30,834,1,0,0,0,1
A,30,835,1,0,0,0,1
A,30,836,1,0,0,0,1
A,30,837,1,0,0,0,1
A,30,838,1,0,0,0,1
A,30,839,1,0,0,0,1
A,30,840,1,0,0,0,1
A,30,841,1,0,0,0,1
A,30,842,1,0,0,0,1
A,30,843,1,0,0,0,1
A,30,844,1,0,0,0,1
A,30,845,1,0,0,0,1
A,30,846,1,0,0,0,1
A,30,847,1,0,0,0,1
A,30,848,1,0,0,0,1
A,30,849,1,0,0,0,1
A,30,850,1,0,0,0,1
A,30,851,1,0,0,0,1
A,30,852,1,0,0,0,1
A,30,853,1,0,0,0,1
A,30,854,1,0,0,0,1
A,30,855,1,0,0,0,1
A,30,856,1,0,0,0,1
A,30,857,1,0,0,0,1
A,30,858,1,0,0,0,1
A,30,859,1,0,0,0,1
A,30,860,1,0,0,0,1
A,30,861,1,0,0,0,1
A,30,862,1,0,0,0,1
A,30,863,1,1,0,0,0
A,30,864,1,1,0,0,0
A,30,865,1,1,0,0,0
A,30,866,1,1,0,0,0
A,30,867,1,1,0,0,0
A,30,868,1,1,0,0,0
A,30,869,1,1,0,0,0
A,30,870,1,1,0,0,0
A,30,871,1,1,0,0,0
A,30,872,1,1,0,0,0
A,30,873,1,1,0,0,0
A,30,874,1,1,0,0,0
A,30,875,1,1,0,0,0
A,30,876,1,1,0,0,0
A,30,877,1,1,0,0,0
A,30,878,1,1,0,0,0
A,30,879,1,1,0,0,0
A,30,880,1,1,0,0,0
A,30,881,1,1,0,0,0
A,30,882,1,1,0,0,0
